"shop_name","shop_address","shop_type","shop_phone","shop_openHours","shop_details","shop_link"
"Ceylon Supermarket","5510 Lawrence Ave E, Scarborough, ON M1C 3B2","Grocery Stores","416-901-4538","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Ceylon-Supermarket/102590112.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Fab's No Frills","3800 Rutherford Rd, Building C, Vaughan, ON L4H 3G8","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Vaughan/Fab-s-No-Frills/101448372.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Gndd Trading Inc","20-7955 Torbram Rd, Brampton, ON L6T 5B9","Grocery Stores","647-296-0987","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Gndd-Trading-Inc/102113398.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Btraust Supermarket","3560 Erindale Station Rd, Mississauga, ON L5C 2T1","Grocery Stores","905-896-9034","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Btraust-Supermarket/100691043.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Lucky's Grocers","1380 Cardiff Blvd, Mississauga, ON L5S 1P9","Grocery Stores","905-795-1103","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Lucky-s-Grocers/3944220.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Asian Foods","1380 Cardiff Blvd, Mississauga, ON L5S 1P9","Grocery Stores","905-795-2715","Opening at 11:00 am","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Asian-Foods/2097934.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Hasty Market","3883 Rutherford Rd, Woodbridge, ON L4L 9R8","Grocery Stores, Art Restorations
More…","905-605-4285","","","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Hasty-Market/100838385.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Bolton Supermarkets","6790 Pacific Cir, Mississauga, ON L5T 1N8","Grocery Stores, Medical Equipment & Supplies","905-670-1204","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Bolton-Supermarkets/6909642.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Btrust International Trading Inc","3560 Erindale Station Rd, Mississauga, ON L5C 2T1","Grocery Stores","289-999-5526","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Btrust-International-Trading-Inc/102043091.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"H-Mart Richmond Hill","202-9737 Yonge St, Richmond Hill, ON L4C 8S7","Grocery Stores","905-883-6200","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/H-Mart-Richmond-Hill/5969560.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"H Mart (Canada) Ltd","9737 Yonge St, Richmond Hill, ON L4C 8S7","Grocery Stores","416-299-9763","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/H-Mart-Canada-Ltd/102507634.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo's","9200 Weston Rd, Woodbridge, ON L4H 2P8","Grocery Stores, Grocery Wholesalers","905-850-6161","","","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Longo-s/7738413.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Adoniah Food","253-3025 The Credit Woodlands, Mississauga, ON L5C 2V3","Grocery Stores, Health Food Stores","905-499-4117","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Adoniah-Food/102044484.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Hanahreum Mart Inc","9737 Yonge St, Richmond Hill, ON L4C 8S7","Grocery Stores, Baked Goods Wholesalers","905-883-6222","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Hanahreum-Mart-Inc/7961659.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Convex Market","38 Buttonfield Rd, Markham, ON L3R 9G8","Grocery Stores","905-604-8913","","","https://www.yellowpages.ca/bus/Ontario/Markham/Convex-Market/100768734.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Evergood Nutrition Systems Inc.","32-9665 Bayview Ave, 552, Richmond Hill, ON L4C 9V4","Grocery Stores","416-578-2111","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Evergood-Nutrition-Systems-Inc/102522455.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"New Group","7 Granada Cres, Scarborough, ON M1B 2H6","Grocery Stores","416-901-3973","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/New-Group/101540282.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Rabba Fine Foods","5025 Heatherleigh Ave, Mississauga, ON L5V 2Y7","Grocery Stores","905-755-0040","","Ever since our humble beginnings over forty years ago, Rabba Fine Foods has had a proud history of bringing the highest quality food to our customers with a friendly, more personal...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Rabba-Fine-Foods/3946634.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Bruno's Fine Foods","9665 Bayview Ave, Richmond Hill, ON L4C 9V4","Grocery Stores, Butcher Shops","905-737-4280","","Welcome to Bruno's.Purveyors for over 30 years of quality meat, fish, fresh produce, gourmet groceries, catering and gift baskets. A family business that now embraces seven Toronto...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Bruno-s-Fine-Foods/2141999.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Home made Italian catering","Fran drive, Woodbridge, ON L4L 1P3","Grocery Stores","647-528-1879","","","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Home-made-Italian-catering/101661753.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"T&T Supermarket","9255 Woodbine Ave, Markham, ON L6C 1Y9","Grocery Stores","905-927-9113","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Markham/T-T-Supermarket/7793523.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"T & T Supermarket","9255 Woodbine Ave, Markham, ON L6C 1Y9","Grocery Stores","905-927-7216","","","https://www.yellowpages.ca/bus/Ontario/Markham/T-T-Supermarket/101534646.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Visconti's No Frills","5762 Hwy 7 E, Markham, ON L3P 1A8","Grocery Stores","905-201-9435","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Markham/Visconti-s-No-Frills/100379598.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Visconti'S No Frills","5762 Highway 7 E, Markham, ON L3P 1A7","Grocery Stores","905-201-0336","Open until  9:00 pm","","https://www.yellowpages.ca/bus/Ontario/Markham/Visconti-S-No-Frills/102655603.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Shaafin Halal Foods","7595 Markham Rd, ON L3S 3J9","Grocery Stores","905-209-7000","","","https://www.yellowpages.ca/bus/Ontario/Shaafin-Halal-Foods/7925243.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Asian Food Centre","1075 Ceremonial Dr, Mississauga, ON L5R 2Z4","Grocery Stores","905-502-1600","Open until  9:00 pm","Asian Food Centre Inc. is the Chain of Grocery & Convenience products retail stores in Toronto, Ontario, Canada and the owner of online retail website www.asianfoodcentre.com. Asia...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Asian-Food-Centre/7258530.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Btrust Supermarket","1177 Central Pky W, Mississauga, ON L5C 4P3","Grocery Stores","905-270-8838","Open until  10:00 pm","Btrust Supermarket has two locations now. Mississauga store located in the busy commerical area of downtown Mississauga (Golden Square), has a huge variety of foods from a variety ...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Btrust-Supermarket/5373108.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"K & L Food Express and Catering","73 Parkhurst Sq, Brampton, ON L6T 5J2","Grocery Stores","416-828-1970","","","https://www.yellowpages.ca/bus/Ontario/Brampton/K-L-Food-Express-and-Catering/101699294.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Ravine Park Plaza","261 Port Union Rd, Scarborough, ON M1C 2L3","Grocery Stores","416-284-7792","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Metro-Ravine-Park-Plaza/5831669.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Full Fresh Supermarket","259-9390 Woodbine Ave, Markham, ON L6C 0M5","Grocery Stores","905-534-8896","","","https://www.yellowpages.ca/bus/Ontario/Markham/Full-Fresh-Supermarket/102260403.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sunny Supermarket","7700 Markham Rd, Markham, ON L3S 3K1","Grocery Stores, Convenience Stores","905-201-2988","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Markham/Sunny-Supermarket/7965749.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Arz Retail Group 720","720 Bristol Rd W, Mississauga, ON L5R 4A3","Gourmet Food Shops","905-502-9292","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Arz-Retail-Group-720/102629140.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Crazy Express","9688 Leslie St, Richmond Hill, ON L4B 4C4","Grocery Stores, Courier Service","647-988-1283","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Crazy-Express/102654605.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Goodness Me Natural Food","720 Bristol W, Mississauga, ON L5R 4A3","Grocery Stores, Health Food Stores","905-712-8402","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Goodness-Me-Natural-Food/100487948.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Kak-Nkorsuor","1290 Rathburn Rd W, Mississauga, ON L5C 4E4","Grocery Stores","905-273-7131","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Kak-Nkorsuor/102052514.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"I Cares Wellness","2516-8339 Kennedy Rd, Unionville, ON L3R 5T5","Grocery Stores, Massage Therapists","416-887-6358","","","https://www.yellowpages.ca/bus/Ontario/Unionville/I-Cares-Wellness/101868230.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Sweet Lily","1309 Dupree Pl, Mississauga, ON L5J 3K2","Grocery Stores","647-202-3582","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Sweet-Lily/102044110.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Yummy Market Inc","1390 Major Mackenzie Dr, Maple, ON L6A 4H6","Grocery Stores","905-417-4101","Open until  10:00 pm","Yummy Market was founded by a European family in 2002 to fill a need for the growing number of Europeans living in the area, as well as the adventurous types seeking new food exper...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Maple/Yummy-Market-Inc/8161883.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"M&M Food Market","1900 Lakeshore Rd. W., Mississauga, ON L5J 1J7","Grocery Stores, Frozen Food Stores","905-855-0716","Open until  8:00 pm","With a wide selection of expertly frozen food and delicious options for any mealtime, M&M Food Market takes pride in the quality and freshness of their food, just like you do at ho...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/M-M-Food-Market/2385340.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Clarkson Quick Market","1900 Lakeshore Rd W, Mississauga, ON L5J 1J7","Grocery Stores","416-820-1778","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Clarkson-Quick-Market/6860723.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Can-Asia Grocers","9699 Jane St, Vaughan, ON L6A 0A5","Grocery Stores","416-840-9316","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Vaughan/Can-Asia-Grocers/4068411.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Can Asia Grocery","9699 Jane, Maple, ON L6A 0A5","Grocery Stores","905-417-2226","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Maple/Can-Asia-Grocery/7448203.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Maple Fish Market","25-9699 Jane St, Maple, ON L6A 0A5","Grocery Stores","905-303-2748","","","https://www.yellowpages.ca/bus/Ontario/Maple/Maple-Fish-Market/6127304.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Foody Mart","1-5221 Highway 7 E, Unionville, ON L3R 1N3","Grocery Stores","905-305-9866","Open until  12:00 am","Foodymart has become a major supermarket chain in Toronto, one of the most successful Chinese enterprises that is headquartered in the most prosperous, most economically-developed ...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Unionville/Foody-Mart/5910905.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"50 & 7 Vegetable Farm","6751 7 Hwy, Woodbridge, ON L4L 1A5","Grocery Stores, Garden Centres","905-856-9888","Open until  5:00 pm","We offer the best products and services . Armour Stone, Building Stone, Decorative Stone, Fireplace Material, Flagstone, Interlocking Brick, Interlocking Paving Stones, Interlockin...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Woodbridge/50-7-Vegetable-Farm/7733590.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Garden Basket Food Markets","9271 Markham Rd, Markham, ON L6E 1A1","Grocery Stores","905-471-0777","Open until  9:30 pm","The Garden Basket Food Market is Markham's landmark grocery store. A household name, the Garden Basket family has helped nourish and entertain Markham families since 1972. It was 1...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Markham/Garden-Basket-Food-Markets/3283177.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"The Shop Time","5382 Marblewood Dr, Mississauga, ON L5V 2L9","Grocery Stores","905-781-8194","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/The-Shop-Time/102044496.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Loblaws","5970 McLaughlin Rd, Mississauga, ON L5R 3X9","Grocery Stores","905-568-8551","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Loblaws/4501817.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"National Grocers","6100 Freemont Blvd, Mississauga, ON L5R 3V7","Grocery Stores","905-712-9835","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/National-Grocers/102050007.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Dave & Charlotte's No Frills","70 Island Rd, Scarborough, ON M1C 2P5","Grocery Stores","1-866-987-6453","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Scarborough/Dave-Charlotte-s-No-Frills/100381551.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"N D Supermarket","30 Melanie Dr, Brampton, ON L6T 4L4","Grocery Stores","905-792-8780","","","https://www.yellowpages.ca/bus/Ontario/Brampton/N-D-Supermarket/2425303.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Nature's Emporium","2535 Major Mackenzie Dr W, Vaughan, ON L6A 1C6","Grocery Stores, Natural & Organic Food Stores","905-553-5527","Open until  9:30 pm","Nature's Emporium is a family-run, independent retailer that was established in 1993, with the goal of nourishing a healthy and natural lifestyle to the community.

We proudly shar...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Vaughan/Nature-s-Emporium/8239221.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro","1070A Major Mackenzie Dr E, Richmond Hill, ON L4S 1P3","Grocery Stores","905-770-1400","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Metro/7531287.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Food Basics","1070-A Major MacKenzie Dr E, Richmond Hill, ON L4S 1P3","Grocery Stores","905-770-1400","Open until  12:00 am","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Food-Basics/101399583.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Richelieu Inc","1070 Major Mackenzie Dr E, Richmond Hill, ON L4S 1P3","Grocery Stores, Butcher Shops","905-737-3377","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Metro-Richelieu-Inc/100615764.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"High Liner Foods Inc","85 Prologis Blvd, Mississauga, ON L5W 0G4","Grocery Stores","905-565-0502","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/High-Liner-Foods-Inc/101586854.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Elite Health And Nutrition","1292 Sherwood Mills Blvd, Mississauga, ON L5V 2G8","Grocery Stores","905-816-0629","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Elite-Health-And-Nutrition/102048526.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Upper Village 2","9506 Markham Rd, Markham, ON L6E 0S5","Grocery Stores","289-554-0817","","","https://www.yellowpages.ca/bus/Ontario/Markham/Upper-Village-2/101445119.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Upper Village 2","9506 Markham Rd, Markham, ON L6E 0N7","Grocery Stores","905-554-0266","","","https://www.yellowpages.ca/bus/Ontario/Markham/Upper-Village-2/101442671.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Market America Business Centre","1450 Silky Rose Crt, Mississauga, ON L5V 1H6","Grocery Stores","905-812-3231","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Market-America-Business-Centre/102049060.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Ricas & Caseras","951 Sonoma Crt, Mississauga, ON L5V 2P4","Grocery Stores","647-860-6694","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Ricas-Caseras/102047598.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Arla Foods","20 Westwyn Crt, Brampton, ON L6T 4T5","Grocery Stores","905-456-1370","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Arla-Foods/102113175.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Fortinos","2911 Major MacKenzie Dr, Vaughan, ON L6A 3N9","Grocery Stores","905-417-0484","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Vaughan/Fortinos/7000624.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo's","2810 Major MacKenzie Dr, Maple, ON L6A 1R8","Grocery Stores, Grocery Wholesalers","905-417-0207","Open until  10:00 pm","Longo Brothers Fruit Markets Inc.is a family owned business which was started byTommy, Joe and Gus Longo in 1956. The first store was located on Yonge Street and Castlefield, in To...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Maple/Longo-s/2381587.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Indo Pak Grocery Halal","801 Matheson Blvd W, Mississauga, ON L5V 2N6","Grocery Stores","905-290-2232","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Indo-Pak-Grocery-Halal/4357339.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Palmbites Palmbites","167 Lakeshore Rd E, Mississauga, ON L5G 4T9","Gourmet Food Shops, Food Products","905-565-5898","","Palm Bites® are gourmet dark chocolate covered dates, filled and coated in nuts. All items are 100% natural ingredients, vegan, gluten free and kosher. No added sugar, no GMOs, no ...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Palmbites-Palmbites/102658936.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Price Chopper","1430 Major Mackenzie Dr E, Richmond Hill, ON L4S 0A1","Grocery Stores","905-770-9370","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Price-Chopper/101337204.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"FreshCo","1430 Major MacKenzie Dr E, Richmond Hill, ON L4S 0A1","Grocery Stores","905-770-9370","Open until  10:00 pm","Launched in 2010, FreshCo.’s commitment is to provide the best discount grocery shopping experience by offering quality fresh food at low prices and with less compromise.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/FreshCo/2723378.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Southdown & Lakeshore","910 Southdown Rd, Mississauga, ON L5J 2Y4","Grocery Stores","905-823-4800","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Metro-Southdown-Lakeshore/6132475.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Naughty Boy Natural Food","25 Newkirk Rd, Richmond Hill, ON L4C 3G4","Grocery Stores, Medical Equipment & Supplies","416-669-6887","","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Naughty-Boy-Natural-Food/102528276.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Adonis","1240 Eglinton Ave W, Mississauga, ON L5V 1N3","Grocery Stores","905-363-0707","Open until  10:00 pm","ADONIS's supermarkets is an experience in itself. Our exotic variety of foods will make your taste buds salivate as you stroll through our aisles full of flavors and experience our...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Mississauga/Adonis/8183230.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"New York Food Company Ltd The","14 Brewster Rd, Brampton, ON L6T 5B7","Grocery Stores","905-794-0335","","","https://www.yellowpages.ca/bus/Ontario/Brampton/New-York-Food-Company-Ltd-The/102508296.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Van De Water-Raymond Ltd","104 Walker Dr, Brampton, ON L6T 4H6","Grocery Stores","905-789-8594","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Van-De-Water-Raymond-Ltd/6979316.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Bismillah Grocers","10288 Yonge St, Richmond Hill, ON L4C 3B8","Grocery Stores","905-770-1482","Open until  7:00 pm","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Bismillah-Grocers/6320024.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Bismillah Grocers","10288 Yonge St, Richmond Hill, ON L4C 3B8","Grocery Stores, Butcher Shops","905-770-2856","Opening at 12:05 pm","","https://www.yellowpages.ca/bus/Ontario/Richmond-Hill/Bismillah-Grocers/197554.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Panchvati Supermarket","4-8814 The Gore Rd, Brampton, ON L6P 0B1","Grocery Stores","905-794-5372","Open until  9:00 pm","At Panchvati Supermarket, we're committed to sharing what We know best about our Indian heritage and culture: our food. We hope to continue to educate and expose new generations to...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Brampton/Panchvati-Supermarket/100653129.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Pasta Master","200 Advance Blvd, Brampton, ON L6T 4V4","Grocery Stores","905-791-9844","","","https://www.yellowpages.ca/bus/Ontario/Brampton/Pasta-Master/102101647.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Pooja's Kitchen","Vaughan, ON L4H 2S8","Grocery Stores","647-704-6427","","","https://www.yellowpages.ca/bus/Ontario/Vaughan/Pooja-s-Kitchen/101688439.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Metro Sheridan Mall","2225 Erin Mills Pky, Mississauga, ON L5K 1T9","Grocery Stores","905-829-3737","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Metro-Sheridan-Mall/6132463.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Cupcake Sweets","107-2155 Léanne Blvd, Mississauga, ON L5K 2K8","Grocery Stores","1-855-305-1099","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Cupcake-Sweets/102048651.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Food Basics","8910 Highway 50, Brampton, ON L6P 3A3","Grocery Stores","905-913-1560","Open until  10:00 pm","","https://www.yellowpages.ca/bus/Ontario/Brampton/Food-Basics/6243321.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Loblaws","200 Bullock Dr, Markham, ON L3P 1W2","Grocery Stores","905-294-4922","Open until  9:00 pm","While food is at the heart of our offerings, our stores provide a wide, growing and successful range of products and services to meet your everyday household needs.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Markham/Loblaws/6595178.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Longo's","1-5283 Rutherford Rd, Woodbridge, ON L4H 2T2","Grocery Stores, Grocery Wholesalers","905-850-7013","Open until  10:00 pm","Longo's strongly believes that family values are essential to community growth. Since our company's beginnings in 1956, the Longo's team continues to participate in many initiative...
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Longo-s/7733706.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Price Chopper","3737 Major Mackenzie Dr, Woodbridge, ON L4H 0A2","Grocery Stores","905-303-3144","","","https://www.yellowpages.ca/bus/Ontario/Woodbridge/Price-Chopper/100061592.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"FreshCo","3737 Major MacKenzie Dr, Woodbridge, ON L4H 0A2","Grocery Stores","905-303-3144","Open until  10:00 pm","Launched in 2010, FreshCo.’s commitment is to provide the best discount grocery shopping experience by offering quality fresh food at low prices and with less compromise.
more...
See more text","https://www.yellowpages.ca/bus/Ontario/Woodbridge/FreshCo/100406529.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Below Zero Event Svc","5160 Castlefield Dr, Mississauga, ON L5V 1S2","Grocery Stores","905-587-8494","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Below-Zero-Event-Svc/102045823.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Caribbean Supermarket No 1","2201 Bostock Cres, Mississauga, ON L5J 3S8","Grocery Stores","905-855-0828","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Caribbean-Supermarket-No-1/102050755.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Nazeef Almarwa Supermarket","3200 Erin Mills Pky, Mississauga, ON L5L 1W8","Grocery Stores","905-607-4447","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Nazeef-Almarwa-Supermarket/102607293.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Seafood City","800 Boyer Blvd, Mississauga, ON L5V 2Y1","Grocery Stores","905-819-1621","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Seafood-City/101796380.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Seafood City Mississauga","800 Boyer Blvd, Mississauga, ON L5V 2Y1","Grocery Stores","905-819-8633","","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Seafood-City-Mississauga/101793033.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Bostock Convenience","2233 Bostock Cres, Mississauga, ON L5J 3S8","Grocery Stores, Convenience Stores","905-822-2247","Open until  11:00 pm","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Bostock-Convenience/6985188.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"Con Agra Food Service Inc","190 Bullock Dr, Markham, ON L3P 7N3","Grocery Stores","905-910-1266","","","https://www.yellowpages.ca/bus/Ontario/Markham/Con-Agra-Food-Service-Inc/102496046.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
"African Supermarket & Beauty Supplies","8887 The Gore Rd, Brampton, ON","Grocery Stores","905-913-0033","Opening soon 10:00 am","","https://www.yellowpages.ca/bus/Ontario/Brampton/African-Supermarket-Beauty-Supplies/7378668.html?what=Grocery+Stores&where=Toronto+ON&useContext=true"
